分類コード,区分名称,診療行為コード,診療行為,点数,総計,4月,5月,6月,7月,8月,9月,10月,11月,12月,1月,2月,3月
D227,頭蓋内圧持続測定,160074610,頭蓋内圧持続測定（１時間以内又は１時間につき）,125,772,170,141,102,117,46,25,16,11,18,36,30,60
D227,頭蓋内圧持続測定,160103010,頭蓋内圧持続測定（３時間を超えた場合）（１日につき）,600,10026,725,861,806,787,833,941,729,817,906,974,831,816
D228,深部体温計による深部体温測定,160074750,深部体温計による深部体温測定（１日につき）,100,110744,9514,8565,8783,9217,9321,8708,9148,9205,10030,10141,8754,9358
D229,前額部、胸部、手掌部又は足底部体表面体温測定による末梢循環不全状態観察,160150150,前額部、胸部、手掌部又は足底部体表面体温測定による末梢循環不全状態観察（１日につき）,100,35460,2748,2697,2768,2846,2809,2807,3044,3097,3249,3160,3000,3235
D230,観血的肺動脈圧測定,160075010,観血的肺動脈圧測定（２時間を超えた場合）（１日につき）,540,114214,10280,9271,9473,9685,8953,8698,9365,9448,10312,10035,9298,9396
D230,観血的肺動脈圧測定,160183910,観血的肺動脈圧測定（１時間以内又は１時間につき）,180,9682,854,760,853,799,805,753,715,756,755,906,854,872
D231,人工膵臓検査,160075210,人工膵臓検査（一連につき）,5000,151,0,16,10,0,13,14,13,16,14,16,14,12
D231-2,皮下連続式グルコース測定,160186910,皮下連続式グルコース測定（一連につき）（診療所の場合）,700,504,51,48,57,63,50,24,28,31,50,39,26,37
D231-2,皮下連続式グルコース測定,160213210,皮下連続式グルコース測定（一連につき）（病院の場合）,700,7942,704,667,731,726,648,613,717,595,602,633,627,679
D232,食道内圧測定検査,160063650,食道内圧測定検査,780,933,90,63,85,89,80,71,92,80,66,62,69,86
D233,直腸肛門機能検査,160094550,直腸肛門機能検査（１項目行った場合）,800,4928,443,391,417,452,423,380,409,383,442,380,369,439
D233,直腸肛門機能検査,160170510,直腸肛門機能検査（２項目以上行った場合）,1200,756,81,73,76,59,50,57,58,53,69,68,54,58
D234,胃・食道内２４時間ｐＨ測定,160155810,胃・食道内２４時間ｐＨ測定,1300,1866,185,134,178,191,150,140,165,151,155,150,131,136
D235,脳波検査,160075310,脳波検査（８誘導以上）,720,227051,19314,18688,18846,20470,18766,17912,19634,19159,19423,19237,17580,18022
D235,脳波検査,160075610,脳波診断（他医療機関の描写）,70,110,0,13,0,13,11,0,0,0,0,12,13,0
D235,脳波検査,160075750,脳波検査（２誘導）,80,59022,4587,4161,4834,5603,5230,4728,5070,4893,5028,4857,4775,5256
D235,脳波検査,160075850,脳波検査（３から４誘導）,130,12248,893,767,855,1036,977,861,1121,1090,1109,1159,1095,1285
D235,脳波検査,160075950,脳波検査（５から６誘導）,180,662,36,89,43,59,17,50,16,43,112,48,39,110
D235,脳波検査,160076050,脳波検査（７誘導）,220,16,0,0,0,0,0,0,0,0,0,0,0,0
D235,脳波検査,160200510,脳波検査（１誘導）,60,8184,693,617,698,763,784,649,704,634,640,643,654,705
D235-2,長期継続頭蓋内脳波検査,160170610,長期継続頭蓋内脳波検査（１日につき）,500,1118,98,115,93,80,96,102,91,84,81,67,100,111
D235-3,長期脳波ビデオ同時記録検査,160187010,長期脳波ビデオ同時記録検査２（１日につき）,900,7910,684,661,599,713,795,629,629,695,659,590,556,700
D235-3,長期脳波ビデオ同時記録検査,160207510,長期脳波ビデオ同時記録検査１（１日につき）,3500,10521,854,723,879,915,977,863,819,851,904,867,872,997
D236,脳誘発電位検査,160076110,体性感覚誘発電位,804,18395,1746,1582,1759,1803,1528,1317,1516,1439,1450,1361,1388,1506
D236,脳誘発電位検査,160076210,視覚誘発電位,804,3803,325,299,309,340,333,317,353,325,299,314,299,290
D236,脳誘発電位検査,160076310,聴性誘発反応検査,804,27145,2217,2254,2233,2382,2436,2238,2442,2217,2281,2215,2070,2160
D236,脳誘発電位検査,160076450,脳波聴力検査,804,1544,150,110,109,144,136,131,140,124,138,128,94,140
D236,脳誘発電位検査,160076550,脳幹反応聴力検査,804,12403,1018,1021,1028,1122,1079,999,1064,1004,1080,1039,959,990
D236,脳誘発電位検査,160076650,中間潜時反応聴力検査,804,106,0,0,11,13,0,10,0,0,11,0,0,11
D236,脳誘発電位検査,160187110,聴性定常反応,960,466,41,45,38,30,41,50,35,37,36,32,37,44
D236-2,光トポグラフィー,160174010,光トポグラフィー（脳外科手術の術前検査に使用するもの）,670,34,0,0,0,0,0,0,0,0,0,0,0,0
D236-2,光トポグラフィー,160203410,光トポグラフィー（抑うつ症状の鑑別診断の補助に使用するもの）（精神科救急体制の精神保健指定医）,400,576,54,46,50,50,58,42,46,45,49,42,48,46
D236-2,光トポグラフィー,160203510,光トポグラフィー（抑うつ症状の鑑別診断の補助に使用するもの）（イ以外の場合）,200,20,11,0,0,0,0,0,0,0,0,0,0,0
D236-3,脳磁図,160175810,脳磁図,5100,401,37,32,32,34,38,36,40,25,30,28,38,31
D237,終夜睡眠ポリグラフィー,160119410,終夜睡眠ポリグラフィー（携帯用装置を使用した場合）,720,30085,2594,2519,2674,2788,2563,2312,2440,2377,2529,2364,2357,2568
D237,終夜睡眠ポリグラフィー,160160510,終夜睡眠ポリグラフィー（１及び２以外の場合）,3960,93306,7649,7368,8018,9061,8316,7690,8208,7996,7454,7334,7197,7015
D237,終夜睡眠ポリグラフィー,160188750,終夜睡眠ポリグラフィー（多点感圧センサーを有する睡眠評価装置を使用した場合）,250,267,30,22,25,19,30,26,17,19,19,17,24,19
D237-2,反復睡眠潜時試験（ＭＳＬＴ）,160183110,反復睡眠潜時試験（ＭＳＬＴ）,5000,3921,313,265,286,351,398,331,336,334,348,309,286,364
D238,脳波検査判断料,160147610,脳波検査判断料２,180,296757,25329,24410,25397,27638,25518,23869,25618,24788,24515,23908,22649,23118
D238,脳波検査判断料,160207610,脳波検査判断料１,350,41038,3231,3106,3254,3635,3477,3285,3655,3530,3579,3493,3285,3508
D238,脳波検査判断料,160207710,脳波検査判断料１（遠隔脳波診断を行った場合）,350,0,0,0,0,0,0,0,0,0,0,0,0,0
D239,筋電図検査,160076710,筋電図（１肢につき）,300,5235,396,395,478,517,442,365,473,493,459,410,421,386
D239,筋電図検査,160076810,誘発筋電図（神経伝導速度測定を含む）（１神経につき）,200,79294,6760,6569,6846,7539,6593,5951,6621,6458,6655,6579,6212,6511
D239,筋電図検査,160166510,筋電図（針電極・１筋につき）,300,12589,1021,985,1118,1224,1132,950,1090,990,1079,1028,944,1028
D239,筋電図検査,160174110,中枢神経磁気刺激による誘発筋電図（一連につき）,800,2437,207,184,217,231,203,210,245,175,196,173,205,191
D239-2,電流知覚閾値測定,160165110,電流知覚閾値測定（一連につき）,200,2133,200,203,193,184,201,155,180,165,147,158,164,183
D239-3,神経学的検査,160183210,神経学的検査,500,19573,1622,1577,1539,1718,1629,1557,1723,1638,1669,1735,1508,1658
D239-4,全身温熱発汗試験,160203610,全身温熱発汗試験,600,264,16,28,30,25,30,20,17,15,14,17,21,31
D239-5,精密知覚機能検査,160207810,精密知覚機能検査,280,1258,105,115,87,101,103,92,90,93,115,137,87,133
D240,神経・筋負荷テスト,160077010,テンシロンテスト（ワゴスチグミン眼筋力テストを含む）,130,862,87,70,81,78,62,57,73,76,62,57,71,88
D240,神経・筋負荷テスト,160077110,乏血運動負荷テスト（乳酸測定等を含む）,200,17,0,0,0,0,0,0,0,0,0,0,0,0
D240,神経・筋負荷テスト,160119510,瞳孔薬物負荷テスト,130,27,0,0,0,0,0,0,0,0,0,0,0,0
D241,神経・筋検査判断料,160147710,神経・筋検査判断料,180,90776,7714,7393,7775,8465,7600,6963,7727,7460,7529,7499,7068,7583
D242,尿水力学的検査,160077510,膀胱内圧測定,260,8197,534,874,638,695,830,722,667,542,574,832,719,570
D242,尿水力学的検査,160077610,尿道圧測定図,260,620,65,41,53,45,50,42,62,57,56,49,43,57
D242,尿水力学的検査,160077710,尿流測定,205,33418,2724,2690,2791,3207,2825,2653,2831,2721,2774,2660,2705,2837
D242,尿水力学的検査,160077810,括約筋筋電図,310,1624,148,133,138,133,160,126,139,137,136,122,124,128
D244,自覚的聴力検査,160078010,標準純音聴力検査,350,111933,9637,9385,9605,10783,10065,9205,9706,9215,8772,8610,8137,8813
D244,自覚的聴力検査,160078210,後迷路機能検査（種目数にかかわらず一連につき）,400,76,0,14,0,0,0,0,0,0,0,0,0,0
D244,自覚的聴力検査,160078310,内耳機能検査（種目数にかかわらず一連につき）,400,1442,119,134,141,139,122,127,116,98,108,135,86,117
D244,自覚的聴力検査,160078410,中耳機能検査（種目数にかかわらず一連につき）,150,219,15,15,17,27,23,13,16,23,16,16,19,19
D244,自覚的聴力検査,160078650,ことばのききとり検査,350,158,0,12,14,20,17,14,14,15,17,0,12,0
D244,自覚的聴力検査,160078750,自記オージオメーターによる聴力検査,350,852,72,78,67,87,78,70,67,75,59,55,58,86
D244,自覚的聴力検査,160147810,標準語音聴力検査,350,3758,310,281,325,339,311,335,378,316,275,291,268,329
D244,自覚的聴力検査,160153350,耳鳴検査（種目数にかかわらず一連につき）,400,723,67,65,63,67,49,40,56,58,70,68,65,55
D244,自覚的聴力検査,160175910,簡易聴力検査（気導純音聴力検査）,110,31025,2872,2545,2828,2984,2783,2343,2600,2554,2482,2245,2249,2540
D244,自覚的聴力検査,160176010,簡易聴力検査（その他）（種目数にかかわらず一連につき）,40,5224,427,410,443,507,513,430,423,408,407,387,402,467
D244-2,補聴器適合検査,160170710,補聴器適合検査（１回目）,1300,187,11,12,17,17,15,13,16,19,16,14,14,23
D244-2,補聴器適合検査,160170810,補聴器適合検査（２回目以降）,700,242,31,15,15,23,15,11,17,25,22,19,15,34
D245,鼻腔通気度検査,160078850,鼻腔通気度検査,300,3652,315,299,303,345,338,304,294,314,271,264,292,313
D246,アコースティックオトスコープを用いた鼓膜音響反射率検査,160078550,アコースティックオトスコープを用いた鼓膜音響反射率検査,100,0,0,0,0,0,0,0,0,0,0,0,0,0
D247,他覚的聴力検査又は行動観察による聴力検査,160078910,鼓膜音響インピーダンス検査,290,215,19,16,13,14,19,14,27,22,19,16,19,17
D247,他覚的聴力検査又は行動観察による聴力検査,160079010,チンパノメトリー,340,26788,2223,2230,2230,2516,2474,2116,2283,2253,2124,2190,2005,2144
D247,他覚的聴力検査又は行動観察による聴力検査,160079110,耳小骨筋反射検査,450,14314,1187,1162,1099,1286,1180,1131,1227,1203,1169,1317,1095,1258
D247,他覚的聴力検査又は行動観察による聴力検査,160079210,遊戯聴力検査,450,862,73,67,91,89,70,54,67,69,64,88,59,71
D247,他覚的聴力検査又は行動観察による聴力検査,160170910,耳音響放射（ＯＡＥ）検査（自発耳音響放射（ＳＯＡＥ））,100,659,76,80,58,48,42,45,44,51,59,55,49,52
D247,他覚的聴力検査又は行動観察による聴力検査,160171010,耳音響放射（ＯＡＥ）検査（その他の場合）,300,7826,652,660,668,753,688,589,707,630,629,663,564,623
D248,耳管機能測定装置を用いた耳管機能測定,160152250,耳管機能測定装置を用いた耳管機能測定,450,1842,133,128,170,190,190,178,116,163,135,132,119,188
D249,蝸電図,160079310,蝸電図,750,76,0,0,0,0,0,0,0,0,0,0,0,0
D250,平衡機能検査,160079410,平衡機能検査（標準検査）（種目数にかかわらず一連につき）,20,75580,6480,6379,6429,7224,6829,6156,6364,6404,6028,5859,5724,5704
D250,平衡機能検査,160079610,平衡機能検査（刺激又は負荷を加える特殊検査）（温度眼振検査）,120,2354,238,209,212,219,203,188,195,176,189,194,165,166
D250,平衡機能検査,160079710,平衡機能検査（刺激又は負荷を加える特殊検査）（視運動眼振検査）,120,2702,257,236,241,252,265,211,208,235,215,189,187,206
D250,平衡機能検査,160079810,平衡機能検査（刺激又は負荷を加える特殊検査）（回転眼振検査）,120,787,63,56,83,83,74,63,69,65,70,67,44,50
D250,平衡機能検査,160079910,平衡機能検査（刺激又は負荷を加える特殊検査）（視標追跡検査）,120,4519,422,385,411,458,401,353,362,358,393,322,333,321
D250,平衡機能検査,160080010,平衡機能検査（刺激又は負荷を加える特殊検査）（迷路瘻孔症状検査）,120,120,13,12,17,0,13,11,0,0,0,0,0,11
D250,平衡機能検査,160080110,平衡機能検査（電気眼振図（誘導数にかかわらず一連につき））（その他の場合）,260,2463,228,196,219,223,228,203,215,198,176,213,180,184
D250,平衡機能検査,160155910,重心動揺計,250,14636,1209,1169,1239,1464,1304,1196,1217,1256,1149,1118,1122,1193
D250,平衡機能検査,160171950,下肢加重検査,250,5753,502,453,476,517,509,458,452,516,458,457,492,463
D250,平衡機能検査,160172050,フォースプレート分析,250,666,70,59,46,47,61,54,64,58,64,50,54,39
D250,平衡機能検査,160172150,動作分析検査,250,1347,120,122,106,117,121,96,102,112,109,118,121,103
D250,平衡機能検査,160179010,平衡機能検査（電気眼振図（誘導数にかかわらず一連につき））（皿電極により４誘導以上記録を行った場合）,400,1528,156,153,139,149,146,116,119,127,107,109,92,115
D250,平衡機能検査,160199110,平衡機能検査（頭位及び頭位変換眼振検査）（赤外線ＣＣＤカメラ等による場合）,300,31080,2537,2415,2734,3129,2841,2629,2567,2617,2566,2394,2262,2389
D250,平衡機能検査,160199210,平衡機能検査（頭位及び頭位変換眼振検査）（その他の場合）,140,24806,2278,2208,2251,2367,2204,2004,2144,2083,1843,1743,1857,1824
D251,音声言語医学的検査,160080210,喉頭ストロボスコピー,450,569,47,56,41,52,62,44,40,41,69,42,37,38
D251,音声言語医学的検査,160080310,音響分析,450,1944,145,159,142,185,177,177,195,163,148,154,129,170
D251,音声言語医学的検査,160080410,音声機能検査,450,1594,123,145,123,157,140,128,152,126,138,116,98,148
D252,扁桃マッサージ法,160080510,扁桃マッサージ法,40,10,0,0,0,0,0,0,0,0,0,0,0,0
D253,嗅覚検査,160080610,基準嗅覚検査,450,1311,103,101,114,123,139,112,130,121,84,75,90,119
D253,嗅覚検査,160080710,静脈性嗅覚検査,45,567,44,34,48,48,61,54,57,45,42,46,48,40
D254,電気味覚検査,160080810,電気味覚検査（一連につき）,300,3098,271,250,247,277,286,268,260,298,228,250,204,259
D254,電気味覚検査,160080950,味覚定量検査（濾紙ディスク法）,300,71,0,0,0,0,10,0,0,0,0,0,0,0
D255,精密眼底検査,160081010,精密眼底検査（片側）,56,1091013,88801,88146,95037,99933,90434,86945,91532,96173,88448,85085,87499,92980
D255,精密眼底検査,160081130,精密眼底検査（両側）,112,574776,47916,48351,49330,52313,46662,45506,48224,49392,46380,46137,45391,49174
D255-2,汎網膜硝子体検査（片側）,160171110,汎網膜硝子体検査（片側）,150,5047,579,448,475,514,519,351,386,378,336,335,366,360
D256,眼底カメラ撮影,160081550,眼底カメラ撮影（蛍光眼底法の場合）,400,5017,451,448,396,440,440,397,407,416,415,368,411,428
D256,眼底カメラ撮影,160199310,眼底カメラ撮影（自発蛍光撮影法の場合）,510,3940,355,316,325,357,307,315,312,388,317,307,315,326
D256,眼底カメラ撮影,160203710,眼底カメラ撮影（アナログ撮影）,54,2281,226,191,200,233,177,163,165,178,176,151,191,230
D256,眼底カメラ撮影,160203810,眼底カメラ撮影（デジタル撮影）,58,76271,6712,6442,6606,7078,6340,5923,6339,6292,6030,6137,5929,6443
D256-2,眼底三次元画像解析,160183310,眼底三次元画像解析,200,147708,12179,13105,12361,13216,11920,11537,12301,12606,12234,11986,11769,12494
D256-3,光干渉断層血管撮影,160213310,光干渉断層血管撮影,400,3787,267,304,307,384,332,305,314,328,332,301,287,326
D257,細隙燈顕微鏡検査（前眼部及び後眼部）,160081610,細隙燈顕微鏡検査（前眼部及び後眼部）,112,1041588,86100,85515,90319,94754,85360,83504,87256,91933,84125,81981,83072,87669
D257,細隙燈顕微鏡検査（前眼部及び後眼部）,160146550,細隙燈顕微鏡検査（前眼部及び後眼部）後生体染色使用再検査,48,30199,2222,2267,3512,2624,2413,2333,2444,2407,2325,2165,2325,3162
D258,網膜電位図（ＥＲＧ）,160081710,網膜電位図（ＥＲＧ）,230,2178,211,224,202,224,198,172,168,152,181,152,145,149
D258-2,網膜機能精密電気生理検査（多局所網膜電位図）,160187210,網膜機能精密電気生理検査（多局所網膜電位図）,500,81,0,0,0,0,0,0,0,10,0,0,0,0
D259,精密視野検査,160081810,精密視野検査（片側）,38,1286,96,127,129,130,106,100,90,102,109,90,120,87
D259,精密視野検査,160081930,精密視野検査（両側）,76,1820,167,170,159,155,163,160,155,148,116,135,137,155
D260,量的視野検査,160082010,動的量的視野検査（片側）,195,11369,1030,948,982,1088,909,884,967,990,973,872,828,898
D260,量的視野検査,160082130,動的量的視野検査（両側）,390,16921,1506,1453,1441,1641,1339,1275,1409,1419,1425,1347,1293,1373
D260,量的視野検査,160082210,静的量的視野検査（片側）,290,27262,2297,2188,2412,2595,2215,2188,2283,2218,2247,2209,2123,2287
D261,屈折検査,160082530,屈折検査（散瞳剤又は調節麻痺剤の使用前後各１回）（６歳未満の場合）,138,157,26,28,31,0,0,0,10,0,0,0,0,11
D261,屈折検査,160207910,屈折検査（６歳未満の場合）,69,1655,145,140,145,142,111,112,146,156,140,132,133,153
D261,屈折検査,160208010,屈折検査（１以外の場合）,69,388249,31928,32167,33895,36097,32003,30289,32774,33818,30978,30983,30525,32792
D261,屈折検査,160213430,屈折検査（散瞳剤又は調節麻痺剤の使用前後各１回）（１以外の場合）,138,1474,113,107,130,143,134,128,126,108,112,135,104,134
D262,調節検査,160082610,調節検査,70,11005,886,866,893,977,836,872,883,928,893,833,916,1222
D262,調節検査,160082730,負荷調節検査,140,55,0,0,0,0,0,0,0,0,0,0,0,0
D263,矯正視力検査,160082810,矯正視力検査（眼鏡処方箋の交付を行う場合）,69,6042,537,494,557,526,508,524,504,506,446,472,480,488
D263,矯正視力検査,160179110,矯正視力検査（１以外の場合）,69,703164,58408,58401,61206,65471,56916,54990,59619,61061,55832,55995,55125,60140
D263-2,コントラスト感度検査,160213510,コントラスト感度検査,207,1985,113,109,145,162,139,150,208,216,189,158,177,219
D264,精密眼圧測定,160082910,精密眼圧測定,82,1538932,127709,125933,133810,140359,126119,120807,127907,135033,123891,121337,123509,132518
D265,角膜曲率半径計測,160083150,角膜曲率半径計測,84,309368,25073,25323,26824,28654,25786,24149,26022,26899,24934,24880,24592,26232
D265-2,角膜形状解析検査,160171210,角膜形状解析検査,105,3187,252,251,258,281,241,273,277,305,295,255,240,259
D266,光覚検査,160083210,光覚検査,42,35,0,0,0,0,0,0,0,0,0,0,0,0
D267,色覚検査,160083450,色覚検査（アノマロスコープ）,70,122,14,10,0,15,11,0,14,0,0,0,11,11
D267,色覚検査,160083550,色覚検査（色相配列検査を行った場合）,70,575,56,40,38,41,61,53,58,42,43,49,47,47
D267,色覚検査,160083650,ランターンテスト,48,21,0,0,0,0,0,0,0,0,0,0,0,0
D267,色覚検査,160083750,定量的色盲表検査,48,288,22,26,25,24,27,12,23,21,25,27,29,27
D267,色覚検査,160161810,色覚検査（１以外の場合）,48,1113,85,97,99,119,96,93,92,93,106,85,69,79
D268,眼筋機能精密検査及び輻輳検査,160083810,眼筋機能精密検査及び輻輳検査,48,25749,2003,1995,2020,2493,2383,2078,2071,2162,2176,2005,2082,2281
D269,眼球突出度測定,160083950,眼球突出度測定,38,3637,268,284,315,376,304,252,252,289,357,319,310,311
D269-2,光学的眼軸長測定,160187310,光学的眼軸長測定,150,13355,1046,1141,1023,1207,1138,1171,1189,1161,1142,1066,1008,1063
D270-2,ロービジョン検査判断料,160199510,ロービジョン検査判断料,250,55,0,0,0,0,0,0,0,0,0,0,0,0
D271,角膜知覚計検査,160084150,角膜知覚計検査,38,70,11,0,0,0,0,0,0,0,11,0,0,0
D272,両眼視機能精密検査、立体視検査、網膜対応検査,160084210,両眼視機能精密検査,48,5398,424,389,445,564,536,404,413,436,469,429,428,461
D272,両眼視機能精密検査、立体視検査、網膜対応検査,160084350,立体視検査（三杆法、ステレオテスト法による）,48,3243,274,253,265,314,318,226,219,252,301,239,262,320
D272,両眼視機能精密検査、立体視検査、網膜対応検査,160084450,網膜対応検査（残像法、バゴリニ線條試験による）,48,3033,269,234,239,302,307,192,196,263,260,217,235,319
D273,細隙燈顕微鏡検査（前眼部）,160084510,細隙燈顕微鏡検査（前眼部）,48,997835,82929,81731,86796,91723,81982,77639,83675,86530,79470,78286,80076,86998
D273,細隙燈顕微鏡検査（前眼部）,160084650,細隙燈顕微鏡検査（前眼部）後生体染色使用再検査,48,98050,8394,8078,8229,8903,8026,7549,8028,8491,7998,7665,8115,8574
D274,前房隅角検査,160084710,前房隅角検査,38,9810,853,848,837,966,745,786,766,822,799,785,765,838
D274-2,前眼部三次元画像解析,160213610,前眼部三次元画像解析,265,3900,377,297,304,342,309,312,305,313,371,322,321,327
D275,圧迫隅角検査,160084810,圧迫隅角検査,76,504,46,45,51,49,29,41,41,42,35,44,52,29
D275-2,前房水漏出検査,160213710,前房水漏出検査,149,5874,612,530,505,522,522,293,416,498,544,488,431,513
D276,網膜中心血管圧測定,160084910,網膜中心血管圧測定（簡単なもの）,42,0,0,0,0,0,0,0,0,0,0,0,0,0
D276,網膜中心血管圧測定,160085010,網膜中心血管圧測定（複雑なもの）,100,0,0,0,0,0,0,0,0,0,0,0,0,0
D277,涙液分泌機能検査、涙管通水・通色素検査,160085210,涙液分泌機能検査,38,5266,439,434,439,506,445,395,423,478,460,430,397,420
D277,涙液分泌機能検査、涙管通水・通色素検査,160085350,涙管通水・通色素検査,38,28099,2305,2397,2500,2773,2070,2277,2459,2381,2031,2245,2111,2550
D277-2,涙道内視鏡検査,160213810,涙道内視鏡検査,640,69,0,0,0,0,14,0,0,0,0,0,0,0
D278,眼球電位図（ＥＯＧ）,160119610,眼球電位図（ＥＯＧ）,260,269,18,26,23,21,21,25,28,25,19,23,23,17
D279,角膜内皮細胞顕微鏡検査,160148310,角膜内皮細胞顕微鏡検査,160,54885,4525,4535,4620,5178,4375,4420,4697,4832,4233,4339,4394,4737
D280,レーザー前房蛋白細胞数検査,160143050,レーザー前房蛋白細胞数検査,160,36776,2792,2750,3109,3327,2756,2908,3125,3486,2911,2888,3138,3586
D281,瞳孔機能検査,160150750,瞳孔機能検査（電子瞳孔計使用）,160,690,66,50,51,58,80,48,64,61,51,49,58,54
D282,中心フリッカー試験,160156210,中心フリッカー試験,38,17624,1445,1458,1507,1658,1637,1458,1515,1478,1399,1385,1341,1343
D282-2,行動観察による視力検査,160160610,ＰＬ（Ｐｒｅｆｅｒｅｎｔｉａｌ　Ｌｏｏｋｉｎｇ）法,100,99,0,0,0,14,0,12,0,0,0,14,0,0
D282-2,行動観察による視力検査,160199610,乳幼児視力測定（テラーカード等によるもの）,60,386,38,28,39,37,12,31,30,39,28,39,26,39
D282-3,コンタクトレンズ検査料,160208110,コンタクトレンズ検査料１,200,32,0,0,0,0,0,0,0,0,0,0,0,0
D282-3,コンタクトレンズ検査料,160208310,コンタクトレンズ検査料３,56,0,0,0,0,0,0,0,0,0,0,0,0,0
D282-4,ダーモスコピー,160179610,ダーモスコピー,72,1627,136,160,154,145,142,125,140,131,109,140,121,124
D283,発達及び知能検査,160085410,発達及び知能検査（操作が容易なもの）,80,27261,2183,2308,2289,2451,2222,2252,2273,2170,2312,2289,2108,2404
D283,発達及び知能検査,160085510,発達及び知能検査（操作が複雑なもの）,280,3786,328,326,336,363,304,278,335,297,286,265,289,379
D283,発達及び知能検査,160199710,発達及び知能検査（操作と処理が極めて複雑なもの）,450,10406,835,841,955,1033,959,803,839,858,820,776,814,873
D284,人格検査,160085610,人格検査（操作が容易なもの）,80,3520,283,290,334,334,300,343,280,297,265,249,281,264
D284,人格検査,160085710,人格検査（操作が複雑なもの）,280,19418,1649,1612,1734,1823,1670,1581,1692,1628,1552,1441,1471,1565
D284,人格検査,160085810,人格検査（操作と処理が極めて複雑なもの）,450,3000,263,282,288,276,284,248,254,220,225,211,227,222
D285,認知機能検査その他の心理検査,160085910,認知機能検査その他の心理検査（操作が容易なもの）,80,217674,17712,18029,17926,19207,18381,17406,18316,18059,18350,18428,17304,18556
D285,認知機能検査その他の心理検査,160086010,認知機能検査その他の心理検査（操作が複雑なもの）,280,14432,1222,1331,1352,1319,1271,1195,1227,1131,1088,1123,1062,1111
D285,認知機能検査その他の心理検査,160086110,認知機能検査その他の心理検査（操作と処理が極めて複雑なもの）,450,13583,1169,1239,1168,1271,1142,1060,1083,1097,1102,1091,1064,1097
D286,肝及び腎のクリアランステスト,160086210,肝クリアランステスト,150,5774,506,482,513,566,486,436,493,478,410,435,443,526
D286,肝及び腎のクリアランステスト,160086310,腎クリアランステスト,150,7468,687,602,672,667,797,550,549,602,555,598,577,612
D286-2,イヌリンクリアランス測定,160199810,イヌリンクリアランス測定,1280,516,37,34,33,44,58,37,41,37,47,41,49,58
D287,内分泌負荷試験,160086710,下垂体後葉負荷試験（一連として月１回）,1200,987,79,79,84,78,104,69,97,88,82,86,73,68
D287,内分泌負荷試験,160086810,甲状腺負荷試験（一連として月１回）,1200,942,79,50,75,99,116,75,79,67,79,70,75,78
D287,内分泌負荷試験,160086910,副甲状腺負荷試験（一連として月１回）,1200,195,22,13,16,23,19,14,14,10,17,15,13,19
D287,内分泌負荷試験,160087110,性腺負荷試験（一連として月１回）,1200,276,11,20,22,28,31,11,25,22,23,26,21,36
D287,内分泌負荷試験,160119710,下垂体前葉負荷試験成長ホルモン（ＧＨ）（一連として）,1200,21158,1839,1168,1362,2325,3780,1490,1576,1480,1681,1282,1256,1919
D287,内分泌負荷試験,160119810,下垂体前葉負荷試験ゴナドトロピン（ＬＨ及びＦＳＨ）（一連として月１回）,1600,8502,677,555,624,908,1080,615,705,678,697,591,651,721
D287,内分泌負荷試験,160119910,下垂体前葉負荷試験甲状腺刺激ホルモン（ＴＳＨ）（一連として月１回）,1200,7589,598,500,565,764,996,579,632,580,624,514,564,673
D287,内分泌負荷試験,160120010,下垂体前葉負荷試験プロラクチン（ＰＲＬ）（一連として月１回）,1200,6560,524,442,524,681,791,510,550,530,513,432,515,548
D287,内分泌負荷試験,160120110,下垂体前葉負荷試験副腎皮質刺激ホルモン（ＡＣＴＨ）（一連として月１回）,1200,13194,1066,951,1108,1253,1441,1029,1150,1124,1032,953,998,1089
D287,内分泌負荷試験,160120210,副腎皮質負荷試験鉱質コルチコイド（一連として月１回）,1200,12324,946,915,1014,1049,1201,919,1133,1042,988,1066,977,1074
D287,内分泌負荷試験,160120310,副腎皮質負荷試験糖質コルチコイド（一連として月１回）,1200,15760,1227,1112,1336,1544,1630,1262,1408,1340,1279,1176,1175,1271
D288,糖負荷試験,160087210,常用負荷試験（血糖、尿糖検査を含む）,200,19689,1745,1556,1756,1759,2055,1483,1616,1481,1500,1614,1511,1613
D288,糖負荷試験,160087310,耐糖能精密検査（常用負荷試験及び血中インスリン測定又は常用負荷試験及び血中Ｃ－ペプチド測定）,900,25028,2185,2039,2213,2281,2245,2004,1995,2046,1931,2084,2007,1998
D288,糖負荷試験,160087450,乳糖服用耐糖試験（常用負荷試験）,200,144,13,0,12,22,20,16,0,0,13,11,0,0
D288,糖負荷試験,160087550,乳糖服用耐糖試験（耐糖能精密検査）,900,313,20,13,45,48,47,35,32,16,11,18,12,16
D288,糖負荷試験,160087650,ブドウ糖等負荷血糖値等経時検査（常用負荷試験）,200,2539,198,185,146,212,225,169,177,192,230,206,251,348
D288,糖負荷試験,160087750,ブドウ糖等負荷血糖値等経時検査（耐糖能精密検査）,900,1839,150,159,162,156,154,143,145,143,130,154,178,165
D288,糖負荷試験,160179710,グルカゴン負荷試験,900,3961,416,330,326,348,323,299,321,307,320,296,339,336
D289,その他の機能テスト,160088010,胃液分泌刺激テスト,700,33,0,0,0,0,0,0,10,0,0,0,0,0
D289,その他の機能テスト,160088310,膵機能テスト（ＰＦＤテスト）,100,1837,143,143,190,182,165,153,138,136,161,129,132,165
